"DEWP","TEMP","Iws"
12,18,54.53
15,19,1.79
-18,7,4.02
24,34,4.02
-3,-2,0.89
9,19,6.26
11,18,3.58
16,33,3.57
14,17,2.68
-2,12,21.9
11,11,2.68
11,15,41.13
-12,11,187.76
-8,1,0.89
-13,0,0.89
-16,9,4.02
-15,12,138.58
10,18,2.67
-1,14,1.79
0,10,4.92
-13,5,2.68
15,18,3.58
-19,-6,50.96
19,28,3.13
17,32,21.9
21,28,1.79
11,23,3.58
5,20,45.6
-16,7,14.3
18,20,66.63
-2,6,7.6
4,16,16.54
10,22,25.02
21,28,5.81
0,2,0.45
22,23,0.89
-11,2,4.92
15,23,8.94
11,23,3.13
8,9,0.89
21,23,37.98
-2,16,9.39
-19,6,119.35
13,23,4.02
1,22,24.14
-13,13,6.26
-13,1,12.96
12,15,8.05
-8,-2,52.74
-4,-3,1.79
-20,-5,15.65
-2,7,47.84
-4,6,4.92
26,28,1.79
-9,9,25.03
-19,4,110.87
1,5,38.44
-2,29,16.1
12,30,46.04
-17,-3,1.79
-15,-2,0.89
-4,-2,0.89
22,32,3.57
-13,9,126.06
-7,2,0.89
21,25,3.58
-9,1,0.89
-10,23,64.37
-21,3,120.24
-13,0,3.13
-12,-8,0.9
19,20,0.89
-22,-10,71.07
-27,-9,100.11
8,14,3.13
-4,-2,29.51
14,29,13.86
5,24,13.85
12,26,44.69
-25,-8,1.34
7,14,68.53
6,30,3.13
-19,10,114.01
-16,-4,0.89
-12,16,4.02
-36,0,71.09
3,27,0.89
-11,1,0.45
11,34,4.92
-9,-6,0.89
0,1,113.57
0,20,25.03
-6,12,10.28
22,29,13.86
-8,2,48.73
0,20,1.79
16,32,19.22
-17,-5,84.92
-5,11,1.78
23,31,1.78
-1,2,0.89
20,20,4.91
-12,-5,0.89
12,32,7.15
-19,3,60.34
-28,-10,315.18
-11,-4,41.14
14,23,1.79
-9,-8,0.89
-26,7,27.71
19,22,46.93
17,28,24.59
-19,-11,4.02
-20,-3,4.02
-11,-7,1.79
7,19,74.19
-7,7,64.82
-15,1,84.94
7,18,1.78
0,30,5.37
-9,-8,2.68
11,36,4.92
23,24,7.16
17,30,19.67
-18,8,37.55
20,23,46.51
-4,1,0.89
24,32,0.45
9,16,0.89
1,7,93.88
5,37,12.96
14,34,1.79
13,16,17.44
17,27,4.92
6,16,0.45
-18,14,5.81
19,21,1.79
-9,16,150.19
11,35,4.92
20,30,5.35
-15,6,42.03
-5,35,31.74
16,26,25.93
-16,-10,6.71
13,16,3.13
3,5,16.99
27,28,62.15
8,20,8.05
-4,19,67.04
-5,16,12.07
11,19,1.79
-25,-10,96.56
-15,2,4.02
8,10,2.67
-24,-2,13.86
5,16,4.02
-24,-10,409.05
26,30,7.16
-12,7,11.63
14,18,1.78
18,30,16.98
-18,22,4.02
13,18,3.13
7,25,127.85
-8,-3,1.78
20,30,5.37
9,27,10.28
1,6,1.79
19,34,110.41
3,12,45.15
7,8,0.89
1,4,1.78
11,12,0.89
-7,-2,0.89
-23,10,13.86
-26,-7,56.33
-20,0,12.97
17,22,1.79
22,31,23.7
13,21,1.79
-7,1,32.19
0,13,5.37
-15,3,1.79
-12,3,29.06
18,29,19.22
-18,9,25.93
1,5,0.89
-11,-3,3.12
-18,-5,1.79
-2,4,27.27
-13,2,0.89
19,24,0.45
-11,-1,19.22
-14,12,1.78
11,19,100.14
-2,11,3.13
4,6,3.58
-18,-4,200.26
5,22,1.79
19,23,1.78
-10,-5,1.79
19,30,3.58
-6,3,3.13
1,8,2.68
-17,-2,8.05
16,17,3.58
-1,2,11.62
-7,20,8.94
-4,13,7.15
9,33,1.78
-4,1,1.79
-13,-10,0.89
23,24,1.79
10,11,12.07
-4,0,9.39
22,28,18.33
-24,3,107.73
2,5,66.6
3,6,3.58
-24,5,29.05
2,11,8.5
4,7,3.56
14,19,1.78
21,22,7.6
3,4,0.89
22,23,3.13
-20,1,3.13
3,17,1.79
-7,1,58.99
-10,-5,16.99
-7,-4,0.9
-18,-3,3.13
-5,-2,40.22
-1,0,8.05
-15,-11,0.89
-9,-7,2.67
-21,-3,1.79
-6,-5,5.81
3,23,40.69
-17,5,190.85
-2,8,4.45
13,14,9.84
-5,11,7.6
17,19,0.89
-15,8,59
-21,-3,53.2
21,28,3.58
16,17,4.92
-24,-7,221.74
21,22,1.78
14,21,2.67
23,34,20.57
18,24,0.89
22,30,27.26
-4,5,4.92
-7,-3,3.57
2,23,17.88
14,32,36.22
17,19,2.68
16,34,11.18
-20,14,13.85
22,24,3.58
-3,-3,7.16
16,20,18.78
9,34,36.21
16,23,2.67
-8,23,58.55
17,23,0.89
-14,-7,0.45
9,11,0.89
-5,-5,2.67
-10,-1,21.46
-12,6,4.02
10,29,8.05
3,4,0.89
4,11,4.02
19,29,3.13
-5,-3,1.34
-3,6,1.78
14,24,1.79
-23,-9,20.12
7,26,72.87
-6,15,1.79
4,11,1.79
-16,1,3.13
-20,-11,8.94
-19,-1,51.84
22,29,4.92
6,13,15.2
11,29,6.26
12,30,3.58
-12,-2,5.37
9,12,1.34
-11,13,304
-18,-3,173.9
16,32,3.13
-19,8,4.92
-8,0,223.6
16,29,49.61
14,35,7.15
4,21,4.02
0,20,2.68
-11,7,50.49
22,24,25.04
21,31,4.02
-15,-8,3.58
-2,11,3.13
-5,-1,12.52
-3,21,5.81
-15,-8,6.71
13,15,51.39
-18,-7,9.83
4,10,1.78
-16,12,126.52
-22,-7,27.71
-22,1,8.94
-19,-7,0.89
2,12,4.92
19,27,3.13
2,10,2.68
-19,-3,0.89
-18,-4,1.79
-8,-2,12.97
-25,-12,243.18
-22,-6,1.79
17,20,4.47
3,13,6.71
-13,-2,23.69
13,14,9.39
0,23,8.5
-16,12,95.65
19,29,1.79
-12,17,34.42
19,20,0.89
15,33,1.79
20,21,0.89
21,23,1.79
-22,10,76.44
-1,6,59.01
15,21,1.79
15,18,6.26
-14,12,114.45
-14,-11,2.68
16,22,3.13
-10,11,10.28
21,33,28.16
10,32,10.28
21,23,1.78
-12,10,27.71
-14,-11,0.89
-22,-5,150.18
-9,2,1.79
22,26,8.94
10,11,8.05
11,30,25.48
-27,-4,1.79
-1,23,7.15
1,15,43.81
13,17,0.89
-8,8,2.67
1,8,0.89
-6,-2,1.79
-13,8,1.79
-14,-4,9.84
1,7,21.9
23,30,17.44
20,25,28.16
-3,2,0.89
3,8,1.79
-12,-1,7.15
-5,7,54.1
15,22,1.78
12,25,1.79
-23,6,3.57
-13,-3,51.86
-3,16,7.15
-14,6,25.93
-14,4,311.99
-8,-3,0.89
0,18,12.06
-18,-7,52.3
-7,-3,0.89
-5,14,11.62
16,22,16.99
-10,6,0.89
12,19,6.71
-25,12,4.92
-4,3,0.89
-19,1,29.5
12,13,0.45
-7,17,3.58
17,23,1.78
-12,-3,50.96
-3,-1,1.79
6,7,0.89
-17,-9,11.63
24,31,28.61
16,20,6.7
-8,8,34.43
13,15,1.79
-18,4,231.57
-6,-4,6.25
19,30,25.47
-4,-1,23.7
12,25,16.98
-28,3,11.17
23,23,1.78
26,31,1.79
9,24,50.06
2,7,2.67
17,27,2.67
-8,-4,1.78
19,21,0.89
24,30,85.83
17,34,22.35
-12,1,3.13
11,33,0.89
23,30,8.05
24,24,20.13
15,26,31.3
16,17,44.25
-1,8,33.09
17,29,23.24
-10,-3,12.97
-9,5,29.5
-14,16,24.14
25,29,3.58
13,21,3.58
9,23,8.05
23,27,1.78
10,18,4.92
22,26,8.95
-18,1,26.38
16,23,6.26
6,9,3.12
22,28,18.78
8,18,87.17
3,7,56.33
11,14,21.89
17,27,38.89
-16,2,28.6
1,22,116.24
15,27,25.92
-9,20,1.79
15,22,5.81
4,25,8.94
-9,10,16.99
21,22,4.92
20,21,0.89
-1,7,0.89
18,26,32.19
24,25,0.89
24,31,33.96
10,26,7.15
6,24,0.89
-5,6,1.79
13,20,0.89
-3,23,13.86
-12,-6,0.89
-10,9,1.79
-4,15,0.89
-15,14,271.79
-8,14,13.85
22,28,0.89
12,16,33.97
-22,-11,5.81
-18,-6,183.73
16,28,1.79
-21,3,194.01
1,22,17.89
-13,9,4.92
13,20,24.14
-23,1,19.22
-12,-11,1.79
16,27,0.89
14,18,0.89
17,29,22.35
-8,-2,18.33
12,18,0.89
5,14,8.05
12,31,37.98
15,28,1.79
-10,-3,0.89
16,17,1.79
8,18,7.15
10,20,3.58
13,33,31.74
-4,0,4.92
7,31,8.94
-12,3,17
1,10,3.58
-18,12,1.79
9,16,3.58
15,24,33.54
-15,-1,10.29
16,22,24.15
-6,0,243.29
12,31,6.26
-8,3,5.37
9,12,0.89
-13,-6,1.79
16,17,0.89
20,27,7.15
0,13,2.67
12,13,12.97
17,22,0.89
-3,14,94.33
22,28,5.37
5,28,23.25
18,24,9.83
-19,-10,1.79
16,18,0.89
-22,-3,372.39
0,24,40.68
1,8,1.79
4,15,57.66
-11,-7,1.79
-9,9,2.68
18,21,12.07
2,18,3.13
-10,-3,16.55
-19,19,23.24
24,28,63.49
-21,-5,1.79
-28,-12,141.73
-11,19,12.97
-12,-1,0.89
5,21,1.79
22,25,0.89
-8,13,25.92
13,23,17.44
18,24,25.93
-22,-5,211.88
-12,5,2.68
6,13,6.71
-20,-2,12.96
-17,0,46.95
-22,3,7.15
18,26,0.89
-5,3,3.58
-23,-8,174.34
20,23,3.13
3,15,27.72
-4,12,19.68
-18,-8,9.39
13,18,3.13
-17,4,122.04
23,27,12.97
-20,-5,66.16
13,13,3.57
16,29,1.34
11,25,22.34
-19,-5,1.78
2,23,3.13
16,22,1.79
6,21,59
-11,-7,0.89
23,26,0.89
2,12,62.16
4,28,4.02
-9,30,8.05
12,30,0.89
-11,6,29.94
19,24,45.59
14,30,6.71
-6,16,9.84
21,29,8.05
9,10,15.2
10,12,6.26
9,13,3.57
12,31,8.05
23,33,14.31
10,14,2.67
-13,8,0.89
-16,2,5.37
-21,0,3.13
20,20,26.38
-18,-4,195.37
13,29,11.18
-11,20,36.2
8,10,1.34
12,28,9.39
5,8,0.89
24,28,1.79
-14,8,11.17
-11,9,1.79
16,18,4.92
7,14,52.51
8,16,0.89
17,32,6.71
-15,10,1.79
-17,-3,4.45
16,32,4.02
-19,-2,109.52
15,36,13.41
-23,-11,116.67
23,24,0.89
-6,2,9.84
12,14,8.05
-17,6,1.79
1,13,10.73
-1,-1,1.78
-6,-1,0.89
-24,-4,4.92
13,13,1.79
9,26,16.99
-3,3,0.89
16,30,28.16
15,29,36.21
14,32,1.79
23,27,0.45
6,14,1.79
17,19,1.79
15,22,34.88
-4,4,0.89
23,32,45.6
18,22,6.71
2,5,1.79
20,24,11.63
-25,-5,54.09
11,11,0.89
-6,2,3.56
-2,1,15.65
-5,-3,1.79
-12,2,83.6
0,5,6.7
14,30,11.18
-10,5,1.78
10,25,27.71
7,14,2.68
24,24,8.05
-1,-1,2.68
-8,10,12.97
20,20,1.78
6,6,1.34
-17,-3,4.91
-18,5,173.45
3,10,29.05
21,24,0.89
-21,-3,54.98
2,8,0.89
8,12,14.76
-25,6,65.27
-15,-8,4.92
23,24,1.79
17,24,1.79
16,24,1.79
12,13,2.67
19,29,19.22
15,17,0.89
-15,1,15.19
-7,-4,8.49
16,33,36.66
-14,3,30.84
20,24,29.96
-24,-8,0.89
-14,-8,5.37
-8,22,58.57
2,7,0.89
-1,3,2.67
-19,-2,16.99
-4,1,1.78
22,34,1.79
-20,3,78.67
-3,17,12.97
-18,-14,1.78
9,27,12.96
21,24,42.92
18,25,12.52
-19,-4,95.66
22,27,26.37
3,18,9.84
20,23,47.4
4,14,37.55
24,32,11.63
-8,12,9.39
23,31,3.58
5,26,4.02
-4,4,0.89
-17,-6,98.78
6,9,1.79
-6,-1,1.79
11,18,21.01
-8,-6,55.43
10,10,0.89
1,4,1.78
15,23,1.79
-21,1,44.7
-17,-3,1.79
-3,1,0.89
10,19,3.13
22,25,2.67
23,24,0.89
16,19,0.89
-2,17,0.89
-5,-4,4.47
-14,-7,24.59
2,16,1.79
-18,2,70.62
1,10,0.89
15,29,19.67
19,24,46.05
-18,-7,4.92
10,13,1.79
-3,3,14.76
13,20,13.86
18,37,5.81
-15,1,8.05
-22,7,43.8
24,25,18.34
-22,5,5.81
23,24,3.13
-5,-1,0.89
1,21,1.79
15,21,1.79
5,12,0.89
18,20,4.92
3,19,34.87
17,24,8.05
7,23,9.84
12,13,4.02
-6,-5,0.89
4,19,8.94
17,21,3.58
-5,5,64.36
-12,3,0.89
9,33,1.79
-13,2,9.84
5,7,8.05
7,15,14.3
21,24,2.67
22,26,37.54
23,26,17.43
17,24,3.57
-21,5,16.99
-7,11,0.89
-21,-12,7.16
13,17,0.89
-3,-3,6.7
-11,-9,3.13
-2,-2,1.79
-20,-4,16.09
-12,2,13.86
2,3,0.89
-6,2,14.31
5,5,0.89
-5,2,50.07
22,24,2.68
-19,-1,0.89
24,26,63.04
-18,-9,1.79
20,27,51.42
-4,6,8.05
14,20,3.13
-4,16,1.79
-5,4,1.79
10,15,3.12
-19,-5,372.35
-27,3,16.98
22,26,18.79
24,26,15.2
-32,1,75.99
10,33,38.44
0,2,0.89
8,22,44.7
-2,14,85.4
19,23,29.95
14,16,0.89
0,18,184.17
18,21,1.79
2,16,0.89
-4,4,1.79
19,22,4.92
-17,3,6.26
-6,4,10.73
-16,4,8.04
-13,-9,0.89
-25,-14,29.51
8,19,50.51
8,15,0.89
-4,15,9.84
17,20,8.05
18,27,36.66
-8,0,4.92
12,18,1.79
21,25,33.97
2,3,15.65
-7,-1,3.58
-3,22,35.75
6,10,0.89
-14,-3,4.02
22,23,0.89
-14,15,9.83
-4,6,25.03
15,25,8.05
-2,-1,1.79
-9,-4,21.44
22,24,3.58
15,23,1.78
-14,-10,26.39
8,10,2.68
15,17,0.9
-2,15,12.52
20,24,5.37
-2,-1,0.89
-18,-9,14.31
26,30,21.46
17,26,7.15
-20,-10,16.09
-9,3,0.89
-5,1,5.37
-5,7,58.57
-25,-5,141.25
19,26,0.89
-19,-3,21.9
23,33,19.22
-4,3,97.89
-15,-1,20.11
21,33,5.37
3,6,1.78
4,10,0.45
-22,-8,177.47
-20,-7,59.01
-1,4,61.23
2,19,3.13
15,17,0.89
-9,-3,11.63
9,27,2.67
-22,-3,237.78
19,27,1.79
9,16,1.78
17,26,3.13
19,30,1.79
20,21,3.56
-17,12,12.07
-8,-5,0.45
11,11,1.34
24,27,9.39
-1,5,0.89
-16,-2,3.58
6,29,9.39
-12,-9,0.89
-21,-6,4.92
6,9,3.13
-22,-9,3.13
3,5,3.13
16,18,0.89
-20,-7,22.8
12,21,21.46
-14,5,105.96
6,14,7.6
-18,3,160.04
-5,-4,10.29
-9,-5,0.89
-21,-7,38
-3,1,0.89
23,26,28.62
-9,-4,1.79
23,26,25.03
-23,-11,6.71
22,29,10.29
-13,4,7.15
18,20,0.45
-18,-11,5.37
7,23,9.39
-10,-7,4.45
14,19,1.79
14,19,8.05
26,31,8.94
-11,8,27.26
24,30,11.18
23,30,55
19,25,11.18
20,22,1.79
25,27,12.08
5,10,1.78
8,12,2.67
11,19,38.9
-5,2,3.58
-20,-10,9.84
-11,-8,15.2
22,25,12.97
-8,30,33.08
-9,2,3.56
-18,-6,41.56
8,8,1.79
21,25,2.67
-16,-8,2.67
-14,7,16.99
0,14,3.12
17,23,71.99
4,18,33.97
16,19,10.29
-13,13,4.02
8,21,1.79
20,24,12.97
9,11,19.68
18,19,0.89
11,21,2.68
-5,-3,1.78
10,29,1.79
7,12,4.02
20,21,3.58
8,9,1.79
5,20,1.78
7,12,2.67
16,31,7.15
17,34,3.58
-19,11,49.16
19,31,6.26
-12,6,4.02
13,17,0.89
-17,3,4.92
14,20,20.11
23,24,1.78
-15,-5,0.89
24,32,23.25
4,16,150.65
-13,8,132.77
17,19,0.89
14,24,1.78
-2,21,24.58
3,6,4.02
5,23,17.87
-3,6,0.89
14,34,25.93
-6,-1,6.71
18,20,0.89
15,18,12.07
-5,-2,1.34
-16,1,27.72
19,21,3.58
8,19,1.79
21,24,0.89
7,14,128.3
-9,2,4.02
12,21,27.71
-12,5,16.98
23,26,33.09
17,19,3.13
22,24,1.78
15,20,16.54
12,20,9.84
6,17,14.31
4,8,0.89
16,30,27.25
-8,-1,23.68
12,30,1.79
-13,5,57.67
23,34,6.26
22,29,0.89
0,11,0.89
-20,-15,0.89
-6,2,63.48
-13,-5,8.94
2,5,2.23
-14,0,3.58
21,24,1.78
23,25,0.89
-14,-8,7.6
19,20,0.89
0,27,3.13
13,24,6.26
20,21,7.16
14,29,4.92
14,27,42.47
15,17,1.79
0,20,9.84
9,35,3.13
-11,10,6.26
9,11,1.34
-16,-10,3.13
16,19,20.12
-9,-3,14.76
-14,2,0.89
12,32,25.03
20,22,5.81
7,16,56.32
-23,-3,250.79
5,19,33.96
-12,10,8.94
18,31,2.67
22,23,8.05
-2,7,2.23
-2,16,20.12
-6,-5,2.68
22,26,43.83
-4,23,50.52
-22,-4,99.25
19,21,1.79
-13,0,71.09
-20,6,1.79
7,39,18.77
-13,5,175.23
16,32,1.79
18,21,2.67
-24,-1,73.76
-1,19,11.62
-16,-7,2.68
13,26,3.13
21,25,1.79
-19,-8,2.68
-21,-9,0.89
-11,-8,16.99
-6,-6,3.58
12,14,0.89
-11,-5,0.45
-1,12,37.55
20,21,1.78
22,24,5.81
-7,-7,0.89
22,29,3.58
10,36,3.58
2,6,2.68
1,2,1.79
14,21,1.78
0,10,0.89
-24,1,6.26
0,10,0.89
-8,-3,1.79
22,25,1.34
14,34,3.58
22,32,11.18
11,14,0.89
-22,-7,92.97
-15,11,41.12
3,8,0.89
-15,-5,2.68
19,22,6.26
-5,-1,4.01
23,31,17.88
-15,2,104.13
-10,3,83.13
17,20,0.89
16,31,6.26
25,26,13.87
3,12,95.21
17,20,1.78
-5,-4,5.37
-22,7,63.46
12,15,9.39
5,10,0.89
-21,-6,156.45
17,29,28.16
21,26,1.78
15,18,8.94
-18,-1,50.95
9,15,0.89
3,16,149.31
15,19,8.05
-24,1,46.49
19,22,0.89
-7,4,1.79
0,3,4.02
0,15,7.15
10,12,0.89
9,11,5.35
15,18,0.89
-12,-9,4.47
4,22,24.14
-9,-4,1.78
-20,-8,16.09
19,22,3.58
4,4,1.78
-6,-3,18.77
-2,12,73.31
8,32,4.02
17,21,2.68
22,23,1.79
-7,-1,23.26
-22,-7,161.83
-9,-7,0.89
-18,4,172.1
4,4,33.08
2,7,2.67
21,24,0.89
-14,9,84.49
4,6,0.45
17,28,16.09
-9,-2,1.78
-18,-5,21.9
10,14,3.58
0,18,8.04
-6,17,73.73
-22,3,18.78
24,26,0.89
19,28,19.67
-22,0,12.08
-8,1,2.67
-6,1,1.79
8,9,0.89
-5,5,6.71
-8,4,8.95
8,24,40.23
-15,-7,0.45
2,7,1.34
15,21,0.89
-18,-3,188.22
24,28,0.89
19,22,8.5
-17,7,41.57
13,25,1.79
-21,9,8.94
19,27,45.61
-21,-5,3.13
-7,-2,0.89
-9,4,10.28
1,6,0.89
-17,-11,1.34
20,22,0.89
15,30,13.41
18,19,0.89
-13,1,0.89
11,12,0.45
24,25,13.42
9,15,0.89
10,22,9.39
13,18,86.27
13,26,5.81
12,32,5.81
-6,0,20.12
2,2,0.89
19,32,14.3
24,27,30.86
-23,-1,74.65
-5,-5,12.07
3,5,6.26
-8,16,76.88
-21,7,125.6
3,10,1.79
11,14,5.37
6,11,3.58
19,19,1.78
-2,0,0.89
-3,5,11.18
-21,-5,338.43
-23,-8,6.26
17,31,38.9
18,28,0.89
-5,22,20.56
12,30,53.19
-13,14,3.13
21,24,1.34
-23,1,9.84
-1,24,47.38
18,21,1.79
20,23,7.6
18,19,7.16
10,19,3.13
21,24,1.34
18,19,1.79
-5,-3,1.78
19,24,12.97
-4,2,0.45
-2,6,3.58
-16,5,6.26
-14,-4,0.89
-10,-2,1.79
13,16,12.96
-19,-3,302.18
23,24,0.89
21,33,1.79
2,21,4.02
20,21,0.89
-10,-3,1.78
17,24,43.35
1,5,42.46
-12,-5,2.67
-10,5,16.99
-3,12,3.13
-15,5,12.96
18,20,7.15
-8,9,24.59
-3,5,25.93
-6,15,7.15
-24,-10,0.89
-7,-3,3.58
22,24,1.79
-15,-12,5.81
-17,1,30.41
3,4,0.89
1,5,51.84
-3,8,14.75
20,28,3.13
-22,-6,3.13
-25,6,5.81
15,23,21.01
19,31,6.71
-1,6,4.46
9,27,66.61
19,29,10.28
0,21,11.17
-17,12,57.22
23,30,32.65
-5,16,42.47
20,22,0.89
8,9,0.45
0,8,3.13
10,20,1.79
-13,-6,0.89
-13,-7,0.89
17,17,0.89
5,16,8.04
-2,0,0.89
21,29,6.71
16,20,3.58
9,18,1.79
-15,11,57.67
-12,9,1.78
-15,5,15.65
11,19,2.68
-16,-6,3.56
6,28,6.26
16,18,17.44
-1,5,32.19
-2,18,3.13
16,24,27.72
-22,-11,7.15
24,27,1.79
-5,-4,1.79
6,11,2.23
2,21,5.37
7,14,71.2
-32,-6,35.32
23,36,10.28
16,20,8.5
16,18,0.89
14,20,1.78
-7,18,50.52
-18,-1,399.62
22,31,1.79
15,20,20.12
21,30,11.18
18,25,40.69
15,22,3.58
20,21,1.79
13,20,33.08
-11,20,32.18
23,35,4.92
8,13,5.37
14,21,5.81
-9,-1,2.67
-6,-3,0.45
19,22,12.97
-4,10,34.87
24,24,8.94
16,20,1.79
-1,20,3.13
-13,-11,0.45
-2,0,15.2
3,15,0.89
20,22,8.94
-1,3,1.78
7,9,1.78
6,15,21.46
-14,16,18.33
13,14,13.86
-18,-7,123.81
-8,0,168.11
14,16,0.89
12,27,25.02
23,26,29.51
-16,7,42.02
-22,1,10.29
19,32,8.5
-24,-3,32.17
-1,2,36.22
3,30,46.05
22,23,0.89
5,10,34.41
-19,5,0.89
7,14,56.07
-10,-6,0.89
-20,-11,1.79
-18,12,3.13
-18,-6,8.05
11,21,3.13
2,21,28.16
4,11,3.13
-13,0,5.37
2,17,98.78
9,19,18.77
-4,4,1.79
-21,-5,1.79
-4,4,316.96
0,25,4.92
-8,-1,15.2
-27,-5,61.24
16,17,5.37
6,17,20.12
-18,-11,1.79
-4,10,115.36
-11,5,1.78
20,25,0.89
3,10,1.79
-11,11,3.58
21,23,0.89
-18,10,120.67
2,4,1.79
23,33,16.1
20,22,1.79
16,19,0.89
12,32,1.78
-10,-5,4.02
8,15,0.45
-12,-1,0.89
-3,8,2.67
-9,-2,1.79
0,19,53.19
21,28,1.79
-23,-4,89.84
-4,-2,1.78
26,31,1.79
9,28,8.04
4,8,0.89
-6,23,187.74
13,33,3.13
18,19,2.67
-23,10,4.02
-14,6,0.89
13,14,2.67
10,13,0.89
21,26,1.79
-2,17,37.55
-11,4,6.71
-4,-3,38.46
4,15,36.21
11,18,2.68
18,22,30.85
-10,-7,0.89
16,25,3.13
2,19,21
-19,-11,20.58
22,23,1.79
-22,-7,1.79
-6,2,2.68
-23,-15,1.79
-23,1,1.79
-25,0,90.74
18,19,0.89
0,17,15.2
21,24,0.89
15,29,16.09
-26,0,341.49
0,21,7.15
2,13,10.73
18,19,1.79
16,23,8.04
-3,7,12.07
9,16,1.78
-7,20,42.91
-19,-8,34.43
19,20,0.89
-8,-2,3.13
25,29,3.58
1,12,3.13
-18,-9,173
16,19,14.31
-15,0,8.05
19,35,116.22
0,3,0.89
-6,9,4.92
17,20,4.92
18,19,0.89
12,19,3.58
-11,0,4.02
-10,16,20.12
6,9,0.89
15,25,3.58
-12,11,47.39
19,30,30.39
-16,-10,0.89
-19,-3,35.76
11,13,2.68
-15,-12,0.89
-15,8,17.43
-18,0,13.86
-4,13,0.89
24,24,0.89
-3,5,0.89
-18,8,3.13
6,7,9.84
2,29,6.26
7,13,0.89
-4,-1,262.98
5,22,8.04
17,20,1.78
-15,2,127.86
-21,-2,7.15
-21,5,84.04
-8,0,51.86
-13,-1,10.28
-20,8,20.12
24,26,0.89
1,13,0.89
2,13,16.1
-18,-3,313.34
-5,6,1.78
-20,-1,147.07
-6,15,3.57
18,23,79.14
-11,6,7.15
-14,4,126.08
-14,21,4.92
-13,-4,0.45
-6,1,1.78
-5,4,3.58
19,21,0.89
-2,7,23.25
18,20,3.56
11,32,4.02
2,18,1.79
12,15,5.37
14,32,1.78
16,31,6.71
-22,-6,376.41
8,22,0.89
9,16,1.79
-22,-4,55.43
22,31,13.86
5,6,0.89
22,32,3.58
2,4,1.79
-15,-8,0.89
23,27,0.89
-11,5,14.76
20,22,14.31
-14,1,7.15
-12,-8,1.78
14,21,8.94
9,17,8.94
12,12,1.78
-20,-10,1.79
-7,-1,3.58
3,13,54.98
-1,20,4.02
11,12,10.28
16,27,3.57
-5,-4,0.89
-12,20,105.49
9,35,1.79
23,31,1.79
14,17,1.79
18,23,3.56
22,23,1.79
22,32,7.16
7,16,25.03
22,28,30.39
10,25,118.46
6,13,4.02
-18,3,5.37
6,11,6.26
17,18,0.89
12,24,14.31
-12,-10,0.89
14,16,40.24
8,30,3.13
12,17,11.17
-3,30,14.75
-1,19,6.71
-7,-6,36.22
19,21,29.95
7,15,59.9
12,13,0.89
-8,-7,1.79
8,11,0.89
-3,0,21.02
-10,-4,8.94
-11,10,26.82
-13,10,8.5
11,11,0.89
19,28,40.69
-18,-2,30.84
9,10,0.89
20,22,10.74
9,28,21.01
20,29,0.89
-24,2,173.88
-19,4,4.02
4,15,6.71
14,19,5.37
-5,-5,19.23
16,17,2.67
21,26,1.79
-25,0,3.12
12,15,1.79
9,11,2.67
-6,-3,21.9
-10,25,3.58
-6,1,0.89
-10,2,0.89
-11,-5,0.89
-13,2,3.58
24,25,27.29
-20,-6,27.73
-12,9,28.16
7,17,0.89
-13,-7,3.57
0,8,3.56
-1,6,1.79
16,18,8.05
12,14,0.89
-23,-4,29.94
7,8,0.89
14,18,3.13
12,35,1.79
-16,4,178.37
-16,-1,67.5
20,21,1.78
-10,-1,0.45
17,19,129.65
24,24,0.89
-21,-3,11.18
10,29,19.22
-23,-8,182.39
22,24,0.89
21,23,6.26
-14,1,0.89
-15,-10,0.45
2,9,0.89
-7,8,60.79
11,15,25.47
-8,-6,56.77
12,14,1.79
-9,21,1.79
21,24,38.89
-12,-6,0.45
-9,10,8.04
-17,1,8.94
24,25,8.94
5,5,4.47
-12,-2,19.22
15,21,0.89
19,20,1.78
-14,0,93.88
-12,7,163.19
17,19,1.79
-15,-3,1.79
6,27,17.88
21,24,16.1
-14,6,194.45
19,31,1.79
5,10,0.89
-7,3,6.71
-19,-3,29.06
17,27,30.84
1,3,21.45
17,18,0.45
-1,4,0.89
3,5,22.8
-22,0,8.5
14,23,14.76
6,9,25.93
14,15,1.78
13,17,2.67
-1,7,2.23
-19,7,80.92
-3,16,46.04
21,24,4.47
-7,-1,0.89
-12,-4,0.89
19,24,1.78
1,10,3.13
9,35,28.16
16,21,4.92
1,9,7.15
9,14,1.79
22,23,1.79
-14,-6,1.78
16,16,1.78
23,28,22.8
-6,-1,125.56
-1,2,21.02
-10,4,32.2
-19,-13,16.09
11,25,6.26
11,23,14.31
7,15,124.73
-17,10,9.39
-2,4,2.67
-6,11,20.12
-1,0,6.26
-11,5,77.76
-18,-12,0.89
18,25,2.67
-7,-5,1.79
-6,4,1.79
16,18,2.68
1,4,0.89
-9,19,93.42
-6,-3,6.26
-7,21,57.22
-8,8,6.26
-9,0,0.89
15,31,43.35
20,21,1.79
-23,0,368.75
19,20,3.56
-7,22,44.7
17,27,12.52
-7,10,16.08
-2,5,45.6
-22,3,24.58
1,9,15.2
15,21,0.89
-23,3,1.79
1,11,11.17
4,5,6.26
3,7,1.79
3,26,3.13
-5,6,16.09
-7,11,426.04
17,18,1.79
-17,-4,0.45
20,26,1.78
7,14,14.31
0,18,14.75
-12,18,3.13
-6,1,0.89
