,Category,LivingArea,Address,SaleYYYY,AskingPrice,PriceSold,SaleYYYYMMDD,NumberBedrooms,NumberBathrooms,LotSize,DaysOnMarket,Lat,Lng,Population,avgAge,below15,below24,below44,below64,below65,AvgIncome,below50000,below80000,below100000,below150000,above150001,avgSize,totalHouse,size1,size2,size3,size4,size5,totalFam,Children,NoChildren,Single,Unemploy,Owner,Renter,totaldwelling,before1960,before1980,before1990,before2000,before2005,before2011,University,College,Secondary,Apprentice,No,NonImmigrant,Immigrant,french,English,Others
2327,Condominium,897.0,"B-1602, avenue Selkirk Montreal",2013.0,309000.0,289000.0,20130122.0,1.0,1.0,1440.0,150.0,45.496396000000004,-73.583084,81990.0,39,7,17,39,24,13,45580.0,66,18,5,5,6,1.7,46940,55,31,8,5,1,15965,26,57,17,10,24,76,47075,40,31,11,6,5,7,51,14,18,6,11,57,43,54,27,19
2328,Condominium,800.0,"3-2720, rue Ontario Est Montreal",2012.0,216000.0,213000.0,20121206.0,1.0,1.0,,90.0,45.534849,-73.551119,81990.0,39,7,17,39,24,13,45580.0,66,18,5,5,6,1.7,46940,55,31,8,5,1,15965,26,57,17,10,24,76,47075,40,31,11,6,5,7,51,14,18,6,11,57,43,54,27,19
2329,Condominium,925.0,2055 Bleury #301 Montreal,2006.0,,,20060602.0,2.0,1.0,,21.0,45.507690000000004,-73.569641,81990.0,39,7,17,39,24,13,45580.0,66,18,5,5,6,1.7,46940,55,31,8,5,1,15965,26,57,17,10,24,76,47075,40,31,11,6,5,7,51,14,18,6,11,57,43,54,27,19
2330,Condominium,690.0,"403-555, Boulevard RenÀ_-LÀ_vesque Est Montreal",2012.0,,,20121024.0,1.0,1.0,,54.0,45.501689,-73.567256,81990.0,39,7,17,39,24,13,45580.0,66,18,5,5,6,1.7,46940,55,31,8,5,1,15965,26,57,17,10,24,76,47075,40,31,11,6,5,7,51,14,18,6,11,57,43,54,27,19
2331,Condominium,543.0,"1957, rue Fullum Montreal",2012.0,155000.0,165000.0,20120915.0,1.0,1.0,,7.0,45.530343,-73.554568,81990.0,39,7,17,39,24,13,45580.0,66,18,5,5,6,1.7,46940,55,31,8,5,1,15965,26,57,17,10,24,76,47075,40,31,11,6,5,7,51,14,18,6,11,57,43,54,27,19
2332,Condominium,692.0,"2257, rue Dorion Montreal",2014.0,189000.0,180000.0,20140218.0,1.0,1.0,2914.0,480.0,45.528490000000005,-73.56156,81990.0,39,7,17,39,24,13,45580.0,66,18,5,5,6,1.7,46940,55,31,8,5,1,15965,26,57,17,10,24,76,47075,40,31,11,6,5,7,51,14,18,6,11,57,43,54,27,19
2333,Condominium,700.0,"325-1200, rue St-Alexandre Montreal",2013.0,,,20130715.0,2.0,1.0,,270.0,45.504812,-73.56667900000001,81990.0,39,7,17,39,24,13,45580.0,66,18,5,5,6,1.7,46940,55,31,8,5,1,15965,26,57,17,10,24,76,47075,40,31,11,6,5,7,51,14,18,6,11,57,43,54,27,19
2334,Condominium,960.0,"2055, rue Saint-Dominique Montreal",2013.0,,,20130114.0,1.0,1.0,,54.0,45.512389,-73.567653,81990.0,39,7,17,39,24,13,45580.0,66,18,5,5,6,1.7,46940,55,31,8,5,1,15965,26,57,17,10,24,76,47075,40,31,11,6,5,7,51,14,18,6,11,57,43,54,27,19
2335,Condominium,920.0,"602-441, avenue du PrÀ_sident-Kennedy Montreal",2012.0,,,20121009.0,,1.0,,4.0,45.50673,-73.57041600000001,81990.0,39,7,17,39,24,13,45580.0,66,18,5,5,6,1.7,46940,55,31,8,5,1,15965,26,57,17,10,24,76,47075,40,31,11,6,5,7,51,14,18,6,11,57,43,54,27,19
2336,Condominium,900.0,"2197, boulevard de Maisonneuve Montreal",2012.0,299500.0,285000.0,20121116.0,2.0,1.0,,38.0,45.526981,-73.550351,81990.0,39,7,17,39,24,13,45580.0,66,18,5,5,6,1.7,46940,55,31,8,5,1,15965,26,57,17,10,24,76,47075,40,31,11,6,5,7,51,14,18,6,11,57,43,54,27,19
2337,Condominium,660.0,"301-2038, rue du Havre Montreal",2013.0,206900.0,195000.0,20130417.0,1.0,1.0,,49.0,45.533755,-73.552988,81990.0,39,7,17,39,24,13,45580.0,66,18,5,5,6,1.7,46940,55,31,8,5,1,15965,26,57,17,10,24,76,47075,40,31,11,6,5,7,51,14,18,6,11,57,43,54,27,19
2338,Condominium,1347.0,"96, rue Saint-Norbert Montreal",2013.0,568800.0,552000.0,20130520.0,2.0,2.0,,76.0,45.513196,-73.56778100000001,81990.0,39,7,17,39,24,13,45580.0,66,18,5,5,6,1.7,46940,55,31,8,5,1,15965,26,57,17,10,24,76,47075,40,31,11,6,5,7,51,14,18,6,11,57,43,54,27,19
2339,Condominium,1000.0,"1-1400, rue Saint-Jacques Montreal",2014.0,295000.0,289000.0,20140615.0,2.0,1.0,,570.0,45.493005,-73.568188,81990.0,39,7,17,39,24,13,45580.0,66,18,5,5,6,1.7,46940,55,31,8,5,1,15965,26,57,17,10,24,76,47075,40,31,11,6,5,7,51,14,18,6,11,57,43,54,27,19
2340,Condominium,1047.0,"3-1495, rue Wolfe Montreal",2013.0,339900.0,330000.0,20130409.0,3.0,1.0,,120.0,45.518978000000004,-73.557772,81990.0,39,7,17,39,24,13,45580.0,66,18,5,5,6,1.7,46940,55,31,8,5,1,15965,26,57,17,10,24,76,47075,40,31,11,6,5,7,51,14,18,6,11,57,43,54,27,19
2341,Condominium,890.0,"303-2300, rue du Souvenir Montreal",2013.0,315000.0,307000.0,20130203.0,2.0,1.0,,87.0,45.487533,-73.581828,81990.0,39,7,17,39,24,13,45580.0,66,18,5,5,6,1.7,46940,55,31,8,5,1,15965,26,57,17,10,24,76,47075,40,31,11,6,5,7,51,14,18,6,11,57,43,54,27,19
2342,Condominium,760.0,"101-427, rue Saint-Claude Montreal",2013.0,,,20130125.0,1.0,1.0,,89.0,45.508951,-73.552638,81990.0,39,7,17,39,24,13,45580.0,66,18,5,5,6,1.7,46940,55,31,8,5,1,15965,26,57,17,10,24,76,47075,40,31,11,6,5,7,51,14,18,6,11,57,43,54,27,19
2343,Condominium,850.0,"517-555, boulevard RenÀ_-LÀ_vesque Est Montreal",2013.0,399000.0,380000.0,20130216.0,2.0,1.0,,90.0,45.501689,-73.567256,81990.0,39,7,17,39,24,13,45580.0,66,18,5,5,6,1.7,46940,55,31,8,5,1,15965,26,57,17,10,24,76,47075,40,31,11,6,5,7,51,14,18,6,11,57,43,54,27,19
2344,Condominium,1127.0,"801-555, boulevard RenÀ_ Levesque Est Montreal",2013.0,479000.0,475000.0,20130326.0,3.0,2.0,,77.0,45.501689,-73.567256,81990.0,39,7,17,39,24,13,45580.0,66,18,5,5,6,1.7,46940,55,31,8,5,1,15965,26,57,17,10,24,76,47075,40,31,11,6,5,7,51,14,18,6,11,57,43,54,27,19
2345,Condominium,804.0,"743, rue Lusignan Montreal",2012.0,310000.0,291750.0,20121123.0,1.0,1.0,,14.0,45.492677,-73.570015,81990.0,39,7,17,39,24,13,45580.0,66,18,5,5,6,1.7,46940,55,31,8,5,1,15965,26,57,17,10,24,76,47075,40,31,11,6,5,7,51,14,18,6,11,57,43,54,27,19
2346,Condominium,874.0,333 Sherbrooke Est #108 Montreal,2006.0,,,20060714.0,1.0,1.0,,31.0,45.516488,-73.56769399999999,81990.0,39,7,17,39,24,13,45580.0,66,18,5,5,6,1.7,46940,55,31,8,5,1,15965,26,57,17,10,24,76,47075,40,31,11,6,5,7,51,14,18,6,11,57,43,54,27,19
2347,Condominium,618.0,"1005-551, rue de la Montagne Montreal",2013.0,292500.0,277400.0,20130808.0,1.0,1.0,,240.0,45.493359999999996,-73.565513,81990.0,39,7,17,39,24,13,45580.0,66,18,5,5,6,1.7,46940,55,31,8,5,1,15965,26,57,17,10,24,76,47075,40,31,11,6,5,7,51,14,18,6,11,57,43,54,27,19
2348,Condominium,1560.0,"1646, rue Saint-AndrÀ_ Montreal",2012.0,410000.0,400000.0,20121225.0,3.0,2.0,,17.0,45.501689,-73.567256,81990.0,39,7,17,39,24,13,45580.0,66,18,5,5,6,1.7,46940,55,31,8,5,1,15965,26,57,17,10,24,76,47075,40,31,11,6,5,7,51,14,18,6,11,57,43,54,27,19
2349,Condominium,750.0,"2248, rue Hochelaga Montreal",2013.0,,,20130418.0,1.0,1.0,1677.0,120.0,45.532162,-73.56048299999999,81990.0,39,7,17,39,24,13,45580.0,66,18,5,5,6,1.7,46940,55,31,8,5,1,15965,26,57,17,10,24,76,47075,40,31,11,6,5,7,51,14,18,6,11,57,43,54,27,19
2350,Condominium,891.0,"1870, Des À_rables, unitÀ_ 5 Montreal",2013.0,296000.0,292000.0,20130330.0,2.0,1.0,,24.0,45.501689,-73.567256,81990.0,39,7,17,39,24,13,45580.0,66,18,5,5,6,1.7,46940,55,31,8,5,1,15965,26,57,17,10,24,76,47075,40,31,11,6,5,7,51,14,18,6,11,57,43,54,27,19
2351,Condominium,678.0,"1-1800, rue Saint-ThimothÀ_e Montreal",2013.0,185000.0,175000.0,20130503.0,2.0,1.0,,90.0,45.518899,-73.561751,81990.0,39,7,17,39,24,13,45580.0,66,18,5,5,6,1.7,46940,55,31,8,5,1,15965,26,57,17,10,24,76,47075,40,31,11,6,5,7,51,14,18,6,11,57,43,54,27,19
2352,Condominium,806.0,"451-98, rue Charlotte Montreal",2013.0,274000.0,260000.0,20130324.0,2.0,2.0,,61.0,45.510428999999995,-73.561555,81990.0,39,7,17,39,24,13,45580.0,66,18,5,5,6,1.7,46940,55,31,8,5,1,15965,26,57,17,10,24,76,47075,40,31,11,6,5,7,51,14,18,6,11,57,43,54,27,19
2353,Condominium,1088.0,"106-1240, rue Saint-TimothÀ_e Montreal",2013.0,449000.0,444000.0,20130211.0,2.0,1.0,,17.0,45.516555,-73.55670500000001,81990.0,39,7,17,39,24,13,45580.0,66,18,5,5,6,1.7,46940,55,31,8,5,1,15965,26,57,17,10,24,76,47075,40,31,11,6,5,7,51,14,18,6,11,57,43,54,27,19
2354,Condominium,930.0,"1902, rue Frontenac, app. 302 Montreal",2014.0,,,20140914.0,2.0,1.0,,21.0,45.532379,-73.551439,81990.0,39,7,17,39,24,13,45580.0,66,18,5,5,6,1.7,46940,55,31,8,5,1,15965,26,57,17,10,24,76,47075,40,31,11,6,5,7,51,14,18,6,11,57,43,54,27,19
2355,Condominium,911.0,"209-1740, avenue Papineau Montreal",2013.0,295000.0,300000.0,20130313.0,2.0,1.0,,31.0,45.524297,-73.556288,81990.0,39,7,17,39,24,13,45580.0,66,18,5,5,6,1.7,46940,55,31,8,5,1,15965,26,57,17,10,24,76,47075,40,31,11,6,5,7,51,14,18,6,11,57,43,54,27,19
2356,Condominium,836.0,"3-2443, rue Ste-Catherine Est Montreal",2013.0,199000.0,188000.0,20130404.0,2.0,1.0,,64.0,45.528981,-73.546664,81990.0,39,7,17,39,24,13,45580.0,66,18,5,5,6,1.7,46940,55,31,8,5,1,15965,26,57,17,10,24,76,47075,40,31,11,6,5,7,51,14,18,6,11,57,43,54,27,19
2357,Condominium,,1897 rue De Champlain Montreal,2006.0,149000.0,141000.0,20061109.0,1.0,1.0,,90.0,45.524592999999996,-73.558667,81990.0,39,7,17,39,24,13,45580.0,66,18,5,5,6,1.7,46940,55,31,8,5,1,15965,26,57,17,10,24,76,47075,40,31,11,6,5,7,51,14,18,6,11,57,43,54,27,19
2358,Condominium,637.0,"6-2770, rue Ontario Est Montreal",2013.0,185000.0,185000.0,20130801.0,1.0,1.0,,150.0,45.535269,-73.550912,81990.0,39,7,17,39,24,13,45580.0,66,18,5,5,6,1.7,46940,55,31,8,5,1,15965,26,57,17,10,24,76,47075,40,31,11,6,5,7,51,14,18,6,11,57,43,54,27,19
2359,Condominium,886.0,"4-1921, rue de Lorimier Montreal",2013.0,250000.0,237000.0,20130510.0,2.0,1.0,,68.0,45.514441999999995,-73.49069300000001,81990.0,39,7,17,39,24,13,45580.0,66,18,5,5,6,1.7,46940,55,31,8,5,1,15965,26,57,17,10,24,76,47075,40,31,11,6,5,7,51,14,18,6,11,57,43,54,27,19
2360,Condominium,531.0,"1058, rue Saint-TimothÀ_e Montreal",2013.0,175000.0,164000.0,20130321.0,1.0,1.0,,17.0,45.515355,-73.55404399999999,81990.0,39,7,17,39,24,13,45580.0,66,18,5,5,6,1.7,46940,55,31,8,5,1,15965,26,57,17,10,24,76,47075,40,31,11,6,5,7,51,14,18,6,11,57,43,54,27,19
2361,Condominium,610.0,"3-2121, rue Disraeli Montreal",2013.0,189000.0,179000.0,20130411.0,1.0,1.0,,38.0,45.527823,-73.55538100000001,81990.0,39,7,17,39,24,13,45580.0,66,18,5,5,6,1.7,46940,55,31,8,5,1,15965,26,57,17,10,24,76,47075,40,31,11,6,5,7,51,14,18,6,11,57,43,54,27,19
2362,Condominium,1126.0,"1905, rue Wolfe Montreal",2013.0,,,20130305.0,3.0,1.0,,3.0,45.520463,-73.562145,81990.0,39,7,17,39,24,13,45580.0,66,18,5,5,6,1.7,46940,55,31,8,5,1,15965,26,57,17,10,24,76,47075,40,31,11,6,5,7,51,14,18,6,11,57,43,54,27,19
2363,Condominium,700.0,"1844, rue Beaudry Montreal",2013.0,,,20130708.0,2.0,1.0,,120.0,45.520879,-73.56071700000001,81990.0,39,7,17,39,24,13,45580.0,66,18,5,5,6,1.7,46940,55,31,8,5,1,15965,26,57,17,10,24,76,47075,40,31,11,6,5,7,51,14,18,6,11,57,43,54,27,19
2364,Condominium,1126.0,"302-1051, rue Anderson Montreal",2013.0,,,20130516.0,2.0,1.0,,10.0,45.505036,-73.562665,81990.0,39,7,17,39,24,13,45580.0,66,18,5,5,6,1.7,46940,55,31,8,5,1,15965,26,57,17,10,24,76,47075,40,31,11,6,5,7,51,14,18,6,11,57,43,54,27,19
2365,Condominium,720.0,"1349, rue Logan Montreal",2013.0,214500.0,207000.0,20130422.0,2.0,1.0,,32.0,45.521234,-73.55783100000001,81990.0,39,7,17,39,24,13,45580.0,66,18,5,5,6,1.7,46940,55,31,8,5,1,15965,26,57,17,10,24,76,47075,40,31,11,6,5,7,51,14,18,6,11,57,43,54,27,19
2366,Condominium,550.0,"201-2487, rue Champagne Montreal",2013.0,185500.0,185500.0,20131120.0,1.0,1.0,,40.0,45.529726000000004,-73.547066,81990.0,39,7,17,39,24,13,45580.0,66,18,5,5,6,1.7,46940,55,31,8,5,1,15965,26,57,17,10,24,76,47075,40,31,11,6,5,7,51,14,18,6,11,57,43,54,27,19
2367,Condominium,560.0,"847-950, rue Notre-Dame Ouest Montreal",2013.0,,,20130913.0,1.0,1.0,,56.0,45.49671,-73.56205600000001,81990.0,39,7,17,39,24,13,45580.0,66,18,5,5,6,1.7,46940,55,31,8,5,1,15965,26,57,17,10,24,76,47075,40,31,11,6,5,7,51,14,18,6,11,57,43,54,27,19
2368,Condominium,835.0,"1-1071, avenue de L'Hotel de Ville Montreal",2013.0,299000.0,287000.0,20130421.0,1.0,1.0,,33.0,45.510326,-73.55894,81990.0,39,7,17,39,24,13,45580.0,66,18,5,5,6,1.7,46940,55,31,8,5,1,15965,26,57,17,10,24,76,47075,40,31,11,6,5,7,51,14,18,6,11,57,43,54,27,19
2369,Condominium,630.0,"1084, rue Saint-TimothÀ_e Montreal",2013.0,211000.0,200000.0,20130422.0,1.0,1.0,263.0,31.0,45.515465,-73.55448299999999,81990.0,39,7,17,39,24,13,45580.0,66,18,5,5,6,1.7,46940,55,31,8,5,1,15965,26,57,17,10,24,76,47075,40,31,11,6,5,7,51,14,18,6,11,57,43,54,27,19
2370,Condominium,525.0,"303-204, rue de l'HÀ_pital Montreal",2013.0,225000.0,200000.0,20130329.0,1.0,1.0,,8.0,45.503417,-73.556561,81990.0,39,7,17,39,24,13,45580.0,66,18,5,5,6,1.7,46940,55,31,8,5,1,15965,26,57,17,10,24,76,47075,40,31,11,6,5,7,51,14,18,6,11,57,43,54,27,19
2371,Condominium,1198.0,"1-1988, rue Montcalm Montreal",2013.0,339000.0,320000.0,20130531.0,2.0,2.0,,67.0,45.521046999999996,-73.562258,81990.0,39,7,17,39,24,13,45580.0,66,18,5,5,6,1.7,46940,55,31,8,5,1,15965,26,57,17,10,24,76,47075,40,31,11,6,5,7,51,14,18,6,11,57,43,54,27,19
2372,Condominium,980.0,"1811, rue Saint-AndrÀ_ Montreal",2013.0,380000.0,368000.0,20130517.0,2.0,1.0,3011.0,46.0,45.501689,-73.567256,81990.0,39,7,17,39,24,13,45580.0,66,18,5,5,6,1.7,46940,55,31,8,5,1,15965,26,57,17,10,24,76,47075,40,31,11,6,5,7,51,14,18,6,11,57,43,54,27,19
2373,Condominium,794.0,"301-1075, rue de Bleury Montreal",2014.0,269500.0,290000.0,20140519.0,1.0,1.0,,52.0,45.504696,-73.563281,81990.0,39,7,17,39,24,13,45580.0,66,18,5,5,6,1.7,46940,55,31,8,5,1,15965,26,57,17,10,24,76,47075,40,31,11,6,5,7,51,14,18,6,11,57,43,54,27,19
2374,Condominium,695.0,"411-125, rue Ontario Est Montreal",2013.0,265000.0,252000.0,20130426.0,2.0,1.0,,21.0,45.512756,-73.566404,81990.0,39,7,17,39,24,13,45580.0,66,18,5,5,6,1.7,46940,55,31,8,5,1,15965,26,57,17,10,24,76,47075,40,31,11,6,5,7,51,14,18,6,11,57,43,54,27,19
2375,Condominium,810.0,"1845, rue Panet Montreal",2013.0,282000.0,278000.0,20130711.0,1.0,1.0,,89.0,45.522420000000004,-73.559911,81990.0,39,7,17,39,24,13,45580.0,66,18,5,5,6,1.7,46940,55,31,8,5,1,15965,26,57,17,10,24,76,47075,40,31,11,6,5,7,51,14,18,6,11,57,43,54,27,19
2376,Condominium,1040.0,"2058, rue Dorion Montreal",2014.0,284000.0,274000.0,20140328.0,2.0,1.0,,300.0,45.527449,-73.55939000000001,81990.0,39,7,17,39,24,13,45580.0,66,18,5,5,6,1.7,46940,55,31,8,5,1,15965,26,57,17,10,24,76,47075,40,31,11,6,5,7,51,14,18,6,11,57,43,54,27,19
2377,Condominium,939.0,"309-90, rue des Soeurs Grises Montreal",2013.0,449900.0,423000.0,20130901.0,1.0,1.0,,90.0,45.498845,-73.554854,81990.0,39,7,17,39,24,13,45580.0,66,18,5,5,6,1.7,46940,55,31,8,5,1,15965,26,57,17,10,24,76,47075,40,31,11,6,5,7,51,14,18,6,11,57,43,54,27,19
2378,Condominium,710.0,"2129, rue Saint TimothÀ_e Montreal",2013.0,265000.0,255000.0,20130913.0,2.0,1.0,,88.0,45.520441,-73.564786,81990.0,39,7,17,39,24,13,45580.0,66,18,5,5,6,1.7,46940,55,31,8,5,1,15965,26,57,17,10,24,76,47075,40,31,11,6,5,7,51,14,18,6,11,57,43,54,27,19
2379,Condominium,995.0,"3-4131, chemin de la CÀ_te-des-Neiges Montreal",2013.0,,,20130702.0,2.0,1.0,,51.0,45.495641,-73.600961,81990.0,39,7,17,39,24,13,45580.0,66,18,5,5,6,1.7,46940,55,31,8,5,1,15965,26,57,17,10,24,76,47075,40,31,11,6,5,7,51,14,18,6,11,57,43,54,27,19
2380,Condominium,,846 Amherst Montreal,2006.0,259900.0,255000.0,20061005.0,2.0,2.0,,24.0,45.515,-73.55166899999999,81990.0,39,7,17,39,24,13,45580.0,66,18,5,5,6,1.7,46940,55,31,8,5,1,15965,26,57,17,10,24,76,47075,40,31,11,6,5,7,51,14,18,6,11,57,43,54,27,19
2381,Condominium,762.0,"5-2224, rue Rouen Montreal",2014.0,229900.0,222000.0,20140421.0,1.0,1.0,,90.0,45.531387,-73.559164,81990.0,39,7,17,39,24,13,45580.0,66,18,5,5,6,1.7,46940,55,31,8,5,1,15965,26,57,17,10,24,76,47075,40,31,11,6,5,7,51,14,18,6,11,57,43,54,27,19
2382,Condominium,692.0,"1015, rue du Glacis Montreal",2013.0,,,20130912.0,1.0,1.0,,90.0,45.514361,-73.550389,81990.0,39,7,17,39,24,13,45580.0,66,18,5,5,6,1.7,46940,55,31,8,5,1,15965,26,57,17,10,24,76,47075,40,31,11,6,5,7,51,14,18,6,11,57,43,54,27,19
2383,Condominium,377.0,"St-2-555, boulevard RenÀ_-LÀ_vesque Est Montreal",2013.0,176000.0,167000.0,20130801.0,1.0,1.0,,47.0,45.501689,-73.567256,81990.0,39,7,17,39,24,13,45580.0,66,18,5,5,6,1.7,46940,55,31,8,5,1,15965,26,57,17,10,24,76,47075,40,31,11,6,5,7,51,14,18,6,11,57,43,54,27,19
2384,Condominium,719.0,"316-1451, rue Parthenais Montreal",2013.0,199900.0,190000.0,20130722.0,1.0,1.0,,37.0,45.5265,-73.549542,81990.0,39,7,17,39,24,13,45580.0,66,18,5,5,6,1.7,46940,55,31,8,5,1,15965,26,57,17,10,24,76,47075,40,31,11,6,5,7,51,14,18,6,11,57,43,54,27,19
2385,Condominium,920.0,"512-1451, rue Parthenais Montreal",2014.0,300000.0,290000.0,20140128.0,1.0,1.0,,210.0,45.5265,-73.549542,81990.0,39,7,17,39,24,13,45580.0,66,18,5,5,6,1.7,46940,55,31,8,5,1,15965,26,57,17,10,24,76,47075,40,31,11,6,5,7,51,14,18,6,11,57,43,54,27,19
2386,Condominium,630.0,"1123, rue Saint-AndrÀ_ Montreal",2013.0,179900.0,172000.0,20130709.0,1.0,1.0,,13.0,45.501689,-73.567256,81990.0,39,7,17,39,24,13,45580.0,66,18,5,5,6,1.7,46940,55,31,8,5,1,15965,26,57,17,10,24,76,47075,40,31,11,6,5,7,51,14,18,6,11,57,43,54,27,19
2387,Condominium,540.0,"1061, rue Saint-Alexandre, app. 610 Montreal",2014.0,239000.0,232000.0,20140403.0,,1.0,,270.0,45.503487,-73.563652,81990.0,39,7,17,39,24,13,45580.0,66,18,5,5,6,1.7,46940,55,31,8,5,1,15965,26,57,17,10,24,76,47075,40,31,11,6,5,7,51,14,18,6,11,57,43,54,27,19
2388,Condominium,1050.0,"1629, rue Fullum Montreal",2014.0,,,20140913.0,2.0,1.0,2239.0,5.0,45.528353,-73.550674,81990.0,39,7,17,39,24,13,45580.0,66,18,5,5,6,1.7,46940,55,31,8,5,1,15965,26,57,17,10,24,76,47075,40,31,11,6,5,7,51,14,18,6,11,57,43,54,27,19
2389,Condominium,1800.0,"103-599, rue Wellington Montreal",2013.0,685000.0,660000.0,20131102.0,3.0,2.0,,82.0,45.486696,-73.557447,81990.0,39,7,17,39,24,13,45580.0,66,18,5,5,6,1.7,46940,55,31,8,5,1,15965,26,57,17,10,24,76,47075,40,31,11,6,5,7,51,14,18,6,11,57,43,54,27,19
2390,Condominium,767.0,"203-370, rue Saint-AndrÀ_ Montreal",2014.0,274900.0,273900.0,20140510.0,1.0,1.0,,36.0,45.501689,-73.567256,81990.0,39,7,17,39,24,13,45580.0,66,18,5,5,6,1.7,46940,55,31,8,5,1,15965,26,57,17,10,24,76,47075,40,31,11,6,5,7,51,14,18,6,11,57,43,54,27,19
2391,Condominium,650.0,"1211, rue Cartier Montreal",2013.0,219900.0,219000.0,20131203.0,1.0,1.0,,71.0,45.522603000000004,-73.550137,81990.0,39,7,17,39,24,13,45580.0,66,18,5,5,6,1.7,46940,55,31,8,5,1,15965,26,57,17,10,24,76,47075,40,31,11,6,5,7,51,14,18,6,11,57,43,54,27,19
2392,Condominium,775.0,"503, rue St-Christophe Montreal",2013.0,,,20131108.0,1.0,1.0,,35.0,45.512988,-73.55119300000001,81990.0,39,7,17,39,24,13,45580.0,66,18,5,5,6,1.7,46940,55,31,8,5,1,15965,26,57,17,10,24,76,47075,40,31,11,6,5,7,51,14,18,6,11,57,43,54,27,19
2393,Condominium,,2863 de rouen Montreal,2007.0,162000.0,153000.0,20070130.0,2.0,1.0,,90.0,45.537726,-73.553545,81990.0,39,7,17,39,24,13,45580.0,66,18,5,5,6,1.7,46940,55,31,8,5,1,15965,26,57,17,10,24,76,47075,40,31,11,6,5,7,51,14,18,6,11,57,43,54,27,19
2394,Condominium,1200.0,"30-500, rue Saint Paul Est Montreal",2013.0,480000.0,475000.0,20131129.0,2.0,1.0,,35.0,45.511012,-73.551036,81990.0,39,7,17,39,24,13,45580.0,66,18,5,5,6,1.7,46940,55,31,8,5,1,15965,26,57,17,10,24,76,47075,40,31,11,6,5,7,51,14,18,6,11,57,43,54,27,19
2395,Condominium,1100.0,"2088, avenue de Lorimier Montreal",2014.0,299500.0,299500.0,20140525.0,2.0,1.0,,210.0,45.528759,-73.558818,81990.0,39,7,17,39,24,13,45580.0,66,18,5,5,6,1.7,46940,55,31,8,5,1,15965,26,57,17,10,24,76,47075,40,31,11,6,5,7,51,14,18,6,11,57,43,54,27,19
2396,Condominium,689.0,"301-2028, rue du Havre Montreal",2013.0,200000.0,195000.0,20131206.0,1.0,1.0,,45.0,45.533823999999996,-73.553032,81990.0,39,7,17,39,24,13,45580.0,66,18,5,5,6,1.7,46940,55,31,8,5,1,15965,26,57,17,10,24,76,47075,40,31,11,6,5,7,51,14,18,6,11,57,43,54,27,19
2397,Condominium,715.0,"1275, rue Panet Montreal",2014.0,250000.0,237000.0,20140525.0,2.0,1.0,9673.0,12.0,45.519519,-73.55385,81990.0,39,7,17,39,24,13,45580.0,66,18,5,5,6,1.7,46940,55,31,8,5,1,15965,26,57,17,10,24,76,47075,40,31,11,6,5,7,51,14,18,6,11,57,43,54,27,19
2398,Condominium,646.0,"205-2038, rue de Bullion Montreal",2014.0,279500.0,276000.0,20140301.0,1.0,1.0,,90.0,45.513145,-73.56729200000001,81990.0,39,7,17,39,24,13,45580.0,66,18,5,5,6,1.7,46940,55,31,8,5,1,15965,26,57,17,10,24,76,47075,40,31,11,6,5,7,51,14,18,6,11,57,43,54,27,19
2399,Condominium,750.0,"3-1845, rue de la Visitation Montreal",2013.0,225000.0,220000.0,20131124.0,1.0,1.0,,8.0,45.521631,-73.560242,81990.0,39,7,17,39,24,13,45580.0,66,18,5,5,6,1.7,46940,55,31,8,5,1,15965,26,57,17,10,24,76,47075,40,31,11,6,5,7,51,14,18,6,11,57,43,54,27,19
2400,Condominium,1019.0,"2330, rue Sheppard Montreal",2014.0,317000.0,308000.0,20140103.0,2.0,1.0,2601.0,28.0,45.53322,-73.55924300000001,81990.0,39,7,17,39,24,13,45580.0,66,18,5,5,6,1.7,46940,55,31,8,5,1,15965,26,57,17,10,24,76,47075,40,31,11,6,5,7,51,14,18,6,11,57,43,54,27,19
2401,Condominium,530.0,"310-825, boulevard RenÀ_-LÀ_vesque Est Montreal",2014.0,199500.0,197000.0,20140824.0,1.0,1.0,125.0,210.0,45.501689,-73.567256,81990.0,39,7,17,39,24,13,45580.0,66,18,5,5,6,1.7,46940,55,31,8,5,1,15965,26,57,17,10,24,76,47075,40,31,11,6,5,7,51,14,18,6,11,57,43,54,27,19
2402,Condominium,975.0,"511-2910, rue Ontario Est Montreal",2013.0,324500.0,320000.0,20131226.0,2.0,1.0,,13.0,45.537174,-73.549764,81990.0,39,7,17,39,24,13,45580.0,66,18,5,5,6,1.7,46940,55,31,8,5,1,15965,26,57,17,10,24,76,47075,40,31,11,6,5,7,51,14,18,6,11,57,43,54,27,19
2403,Condominium,693.0,"109-1550, rue Dorion Montreal",2014.0,215000.0,215000.0,20140309.0,1.0,1.0,,41.0,45.524390000000004,-73.553188,81990.0,39,7,17,39,24,13,45580.0,66,18,5,5,6,1.7,46940,55,31,8,5,1,15965,26,57,17,10,24,76,47075,40,31,11,6,5,7,51,14,18,6,11,57,43,54,27,19
2404,Condominium,950.0,"2793, rue Ontario Est Montreal",2014.0,172500.0,168000.0,20140506.0,2.0,1.0,,90.0,45.535769,-73.55075699999999,81990.0,39,7,17,39,24,13,45580.0,66,18,5,5,6,1.7,46940,55,31,8,5,1,15965,26,57,17,10,24,76,47075,40,31,11,6,5,7,51,14,18,6,11,57,43,54,27,19
